,idx,word_guesses,first_pass,solution_words,solution
20,20,re;re;re;bus;Cile,C re A re UN re bus F A Cile,Creare;un;rebus;facile,Creare un rebus facile
21,21,ante;edili;tino,V ante R I edili BER tino,Vanterie;di;libertino,Vanterie di libertino
22,22,Po;Po;rotore;orsi,IL Po Po LA rotore AC C orsi,Il;popolare;toriero;accorsi,Il popolare toriero accorsi
23,23,insegna;divi;oli,insegna NT E divi oli N O,Insegnante;di;violino,Insegnante di violino
24,24,saloni;ora,CA saloni ora I,Casa;l;oniora,Casa l'oniora
25,25,elmo;odi;di;re,B elmo D odi di re,Bel;modo;di;dire,Bel modo di dire
26,26,Rodi;Byron,BO Rodi Byron EG,Borodiby;r;oneggio,Borodiby r oneggio
27,27,agli;ode;ora;ile,S B agli ode P L ora B ile,Sbaglio;deplorabile,Sbaglio deplorabile
28,28,assisa;peri;asso,G assisa peri N C asso,Gassisa;per;incaesso,Gassisa per incaesso
29,29,lime;nasi,A BI lime T E nasi,Abili;metenasi,Abili metenasi
30,30,raggi;Attila;Ermete,raggi Attila G Ermete,Raggiattila;greme,Raggiattila greme
31,31,anche;sette;dita;mina,"BI, anche CA, sette dita OR mina",Bianche;casette;di;Tamina,Bianche casette di Tamina
32,32,star;redo;etti,star R A redo L C etti,Starrare;dolcetti,Starrare dolcetti
33,33,vita;esca;ali,E vita R esca N D ali,Evitare;scandali,Evitare scandali
34,34,mesti;cane;gente,D O mesti cane G LI gente,Domestica;negligente,Domestica negligente
35,35,chiusi;capo,P O chiusi capo P,Pochi;usi;capo,Pochi usi capo
36,36,ebreo;peri,CEL ebreo peri ST A,Celèbre;operaista,Celèbre operaista
37,37,note;lido,note V O lido TI,Notevoli;doti,Notevoli doti
38,38,gilet;ore;ali;ante,A gilet ore R O D ali C ante,Agilet;orerò;d;alicante,Agilet orerò d'alicante
39,39,viti;tori,BRA viti RA tori,Bravi;tiratori,Bravi tiratori
40,40,torre;viole,CON torre viole NTA,Contorre;violenta,Contorre violenta
41,41,con;collare;mani;est,con collare mani F est I,Concollare;manifeste,Concollare manifeste
42,42,in;si;va;per;razione,in CI si va per O razione,Incisiva;perorazione,Incisiva perorazione
43,43,scia;la;re;sol;doni,scia la re sol doni,Scialare;soldoni,Scialare soldoni
44,44,gin;rami,gin OB rami E R I,Gino;Baramieri,Gino Baramieri
45,45,fra;di;versi;ori,fra di versi E R R ori,Fradi;ver;si erro;rorii,Fradi ver si erro rorii
46,46,acini;oste,L acini oste CCA,La;cinino;steccata,La cinino steccata
47,47,oli;top;fon,F oli top RO fon DO,Folito;prospero,Folito prospero
48,48,Cam;colt;fez;anelli,Cam PI colt I VA fez V anelli,Campic;oltivafèz;v;anelli,Campic oltivafèz v anelli
49,49,re;ala;are,MA re ala G UN are,Mareal;agunare,Mareal agunare
50,50,testa;mento;testa;agli;redi,UN testa mento CON testa TO D agli E redi,Un;testamento;contestato;dagli;eredi,Un testamento contestato dagli eredi
51,51,larve;somari;ontani,VO larve R somari L ontani,Volar;verso;marì;lontani,Volar verso marì lontani
52,52,amo;sai;nave;nera,F amo sai C O nave nera TA,Famosa;icona;venerata,Famosa icona venerata
53,53,lenti;gin;Omar;occhio,lenti G gin O S Omar M occhio,Lentiggino;sommarocchio,Lentiggino sommarocchio
54,54,toro;maniche,AR toro O maniche,Arto;roomaniche,Arto roomaniche
55,55,cola;anelli;arazzo,S cola R anelli M B arazzo,Scolara;nell;imbarazzo,Scolara nell'imbarazzo
56,56,re;tea;treno;aglio,re tea treno aglio,Rete;a;trenoaglio,Rete a trenoaglio
57,57,spettatore;divo,SO spettatore CI divo,Sospettato;ricivivo,Sospettato ricivivo
58,58,est;Conca;lama,C est I Conca lama RI,Cesti;con;calamari,Cesti con calamari
59,59,prese;Arese;reti,prese R V Arese G reti,Preservare;segreti,Preservare segreti
60,60,avo;teca;adipe;are,avo L teca PI T adipe C C are,A;volte;capita;di;peccare,A volte capita di peccare
61,61,lama;rettile,CA lama rettile SSI,Calamaretti;lessi,Calamaretti lessi
62,62,unti;rosse;va;zio,S P unti P E rosse R va zio NI,Spunti;per;sservazionali,Spunti per sservazionali
63,63,nero;sodo;ore,GE nero sodo N AT ore,Generoso;donatore,Generoso donatore
64,64,rande;more;amo,G rande A more E amo,Grande;amore;è amo,Grande amore è amo
65,65,zucche;agrumi,zucche R O agrumi,Zucchero;a;grumi,Zucchero a grumi
66,66,isola;torero;busto,isola torero busto,Isolatore;robusto,Isolatore robusto
67,67,zie;dadi;riga,zie NDA dadi SB riga RE,Zendada;di;sbrigare,Zendada di sbrigare
68,68,para;erme;teli;oro,para GG erme N teli QU oro SI,Parà;germanente;liquorosi,Parà germanente liquorosi
69,69,nome;tori;colo,U nome T tori DI colo,Un;ometto;ridicolo,Un ometto ridicolo
70,70,faretra;arco;dardi,faretra P EL arco dardi A,Fare;trapelar;codardia,Fare trapelar codardia
71,71,astori;rovo,V astori T rovo,Vastro;italiano,Vastro italiano
72,72,Mida;mazzo,AR Mida mazzo NI,Armi;d;amazzoni,Armi d'amazzoni
73,73,sci;cote;largo,sci O C cote P largo,Sciocco;teppalargo,Sciocco teppalargo
74,74,do;ore;tre;Giano,do T T ore tre VI Giano,Dottore;trevigiano,Dottore trevigiano
75,75,danno;venti,danno SI E venti,Dannosi;eventi,Dannosi eventi
76,76,mira;colo;cono;Talia;nodo,I L mira colo E cono MI COI Talia nodo GGI,Il;miracolo;economico;italiano;d;oggi,Il miracolo economico italiano d'oggi
77,77,ave;rei;dee;ori;gin;ali,ave rei dee ori gin ali,Avere;idee;originali,Avere idee originali
78,78,api;DOC;mento,R api DOC OM mento,Rapido;commento,Rapido commento
79,79,musi;tino;dame;cani,musi C I S tino R dame R I cani,Musicisti;nordamericani,Musicisti nordamericani
80,80,pera;colt;ree;orma;navi;ara,SA pera S colt A ree orma IU navi R T U R ara,Saper;ascoltare;è;ormai;una;vita;turra,Saper ascoltare è ormai una vita turra
81,81,osso;campi;ali,CA osso campi ali,Caosso;campiali,Caosso campiali
82,82,cava;star;do;Ande,cava star do L Ande SE,Cavalastà;randonese,Cavalastà randonese
83,83,coni;crepe,coni O crepe E,Conico;re;pee,Conico re pee
84,84,albatro;va,SCI albatro va TA,Sciabla;trovatà,Sciabla trovatà
85,85,avola;Asti;Roma;erma,T avola D Asti Roma L F erma,Tavola;da;storia;rallfèrma,Tavola da storia rallfèrma
86,86,neri;cori;amo,GE neri cori CH I amo,Generico;richiamo,Generico richiamo
87,87,ali;con;fusi,UR ali con fusi,Uralico;Nusi,Uralico Nusi
88,88,cenni;fa,DE cenni fa,Decenni;fa,Decenni fa
89,89,pera;rea;Senna;mente,O pera rea S Senna T A mente,Operarea;sennatamente,Operarea sennatamente
90,90,tra;letti;in;orsi,tra F I letti in C orsi VO,Trafiletti;in;corsivo,Trafiletti in corsivo
91,91,sci;odi;la,CU sci N odi la NA,Cuscino;di;lana,Cuscino di lana
92,92,amo;perle;terni,amo R E perle terni T A,Amore;per;l;eternità,Amore per l'eternità
93,93,casa;casco;ori,casa C casco L ori T A,Casacca;scolorita,Casacca scolorita
94,94,rima;eredi;statura,rima N eredi S statura TI,Rimanere;disasturiati,Rimanere disasturiati
95,95,mici;di;lega,mici di A lega RA,Micidiale;gara,Micidiale gara
96,96,viole;fili;pica,viole N T A fili P pica,Violenta;filippica,Violenta filippica
97,97,esca;nati;colle;ali,TR esca N ZO nati colle G I ali,Tre;scanzonati;collegiali,Tre scanzonati collegiali
98,98,su;rete;ari,su O rete RZI ari E,Suore;terziarie,Suore terziarie
99,99,vela;sci,DI vela sci V E,Dive;lascive,Dive lascive
100,100,moroso;sacchi,A moroso sacchi A,Amoroso;sacca,Amoroso sacca
101,101,moda;fari,UO moda F fari,Uomo;d;affari,Uomo d'affari
102,102,viole;tre;more,U N viole N T O tre more,Un;violento;tremore,Un violento tremore
103,103,asse;are;oli;tea;ali,asse GN are R U oli tea T R ali,Assegnerà;ruoli;teatrali,Assegnerà ruoli teatrali
104,104,lancia;oboe,lancia D EL oboe,L;ancora;del;oboe,L'ancora del oboe
105,105,nonni;Oglio;pere,nonni V Oglio S A pere,Non;ni;voglio;sapere,Non ni voglio sapere
106,106,navi;Sion;topi,U navi Sion EU topi CA,Una;visione;utopica,Una visione utopica
107,107,astori;adipi;occhio;collo,L astori adipi N occhio DI collo DI,La;storia;di;Pinocchio;di;Colli,"La storia di Pinocchio, di Colli"
108,108,rea;rea;rose;tram,C rea rea M O rose tram E,Creare;amorose;trame,Creare amorose trame
109,109,orse;orse;nate,C orse F orse N nate,Corse;forsennate,Corse forsennate
110,110,strade;erta,MO strade S erta,Mostra;deserta,Mostra deserta
111,111,orso;alce;roditori,C orso alce NT roditori NO,Corso;al;centro;di;Torino,Corso al centro di Torino
112,112,in;scarpe;santi;volte,in N E scarpe santi R I volte,Innescar;pesanti;rivolte,Innescar pesanti rivolte
113,113,sedia;ori;remo,sedia M ori A V remo,Sei;domoi;raveremo,Sei domoi raveremo
114,114,melanzana;agente;Edison;tea;zio,TE melanzana ST agente L Edison ES tea zio NI,Temel;à;zanza;nesta;ga;tesiones;esaziòni,Temel à zanza nesta ga tesiones esaziòni
115,115,verde;riga,A verde LCA riga,Aver;del;Cariga,Aver del Cariga
116,116,lauda;rei;pia,COL lauda rei M pia NTI,Collaudare;impiani,Collaudare impiani
117,117,Colombia;osti,Colombia RR osti T I,Colombà;rrostiti,Colombà rrostiti
118,118,est;Iran;rosi,G est Iran C O rosi,Gesti;ancorosi,Gesti ancorosi
119,119,aroma;ave;Diana,NOT aroma N Z ave R Diana,Notar;omanzave;radiana,Notar omanzave radiana
120,120,lame;su;Giano,SA lame su V I Giano,Salame;suvigiano,Salame suvigiano
121,121,con;fez;nidi;astice,con fez IO nidi P astice RTA,Confezionì;di;pasti;certa,Confezionì di pasti certa
122,122,gol;uno,gol RT uno SO,Gol;tornoso,Gol tornoso
123,123,porta;mento;re;re;ile,COM porta mento IR re P re NS IB ile,Comportamento;irresponsibile,Comportamento irresponsibile
124,124,ossi;denti;gale,P ossi denti SI N gale SI,Possidenti;singalesi,Possidenti singalesi
125,125,do;Cipro;tino;ali,do L Cipro DO T tino S TR ali,Dolci;prodotti;nostrali,Dolci prodotti nostrali
126,126,fa;odi;vasi,fa LL odi N vasi ON E,Fallo;d;invasione,Fallo d'invasione
127,127,su;torre;armi,su DA torre ISP armi,Sudator;reisparmi,Sudator reisparmi
128,128,tris;mento;disco;orto,tris TE MO mento disco N F orto,Triste;momento;di;sconforto,Triste momento di sconforto
129,129,paga;cicala;tacchi,U paga cicala T tacchi NI,Upaga;cicala;tacchini,"Upaga, cicala tacchini"
130,130,arco;mesi;est,F arco mesi DES ID est,Far;come;si;desiderest,Far come si desiderest
131,131,pere;gin,A pere gin A,Ape;regina,Ape regina
132,132,ora;lista,M ora lista TI,Moralisti;tati,Moralisti tati
133,133,bar;azza;tesi;azione,I M bar azza N tesi T U azione,Imbarazzante;situazione,Imbarazzante situazione
134,134,Sila;tino;zie,E Sila RAN tino TI zie,Esilaranti;notizie,Esilaranti notizie
135,135,si;re;sol;fa;si,IN si NUA re sol O fa L si TA,Insinuare;solo;falsiita,Insinuare solo falsiita
136,136,mano;tede;sta,CAL mano T tede sta TE,Calman;ottedé;d;estate,Calman ottedé d'estate
137,137,nere;dita;ante,U nere dita P E S ante,Un;eredità;pesante,Un'eredità pesante
138,138,nota;nera;Giano,nota E nera DI FA Giano,Notae;neradi;fa;giano,Notae neradi fa giano
139,139,gole;corte;ari;ree,R E gole corte L I T ari F ER ree,Regole;cortile;riferre,Regole cortile riferre
140,140,nido;per,BRA nido per A,Brani;d;opera,Brani d'opera
141,141,dama;tellina,LIN dama N tellina,Linda;mantellina,Linda mantellina
142,142,bus;odi;manti,A bus odi C A L manti,Abuso;di;calmanti,Abuso di calmanti
143,143,star;ali;picco;nate,GU star E ali picco R I nate,Gustare;alici;piccioniate,Gustare alici piccioniate
144,144,asta;dei;api;ale,L asta R E dei L C api T ale,L;astare;di;la;capitale,L'astare di la capitale
145,145,va;ore;sta,va L I D ore GI sta,Valido;regista,Valido regista
146,146,ari;ami;are,M ari N ami LIT are,Marinai;militare,Marinai militare
147,147,Atena,coll'Era SC Atena TA,Collera;scatenata,Collera scatenata
148,148,bar;inno;ragazzo;di,S bar CO inno R ragazzo di A,Sbarco;in;Norragazzo,Sbarco in Norragazzo
149,149,Eva;Erie;anno;ali;rea;emici;etti,L Eva NT Erie F anno S ali rea G AL emici F etti,Le;vanterie;fanno;salire;a;Galè;i;cificetti,Le vanterie fanno salire a Galè i cificetti
150,150,posta;dita,PRO posta A R dita,Proposta;ardita,Proposta ardita
151,151,tra;odorose;di;menta,S tra T odorose di menta RIO,Strato;d;ore;siedimentario,Strato d'ore siedimentario
152,152,fo;magra,fo RU magra RI,Forum;agrari,Forum agrari
153,153,trattore;lare,trattore G O lare,Tratto;regolare,Tratto regolare
154,154,lama;nodo;pera;costa,lama nodo pera costa,La;manodopera;costa,La manodopera costa
155,155,stadio;lisca,TE stadio DA lisca,Testa;di;odalisca,Testa di odalisca
156,156,anca;nera,C anca nera SPA,Cancan;e;Raspà,Cancan e Raspà
157,157,Po;soma;tino,RI Po soma T TU tino,Riposo;mattutino,Riposo mattutino
158,158,lepre;tende,VI lepre tende N T E,Vile;pretendente,Vile pretendente
159,159,Ande;si;ali,B Ande CRI si N ali,Bande;cri sinali,Bande cri sinali
160,160,la;tomo;mori,VE la tomo R mori O,Velato;morimorio,Velato morimorio
161,161,reo;redi;ago,T reo redi S V ago,Tre;ore;di;svago,Tre ore di svago
162,162,arti;stiva;lenti,arti stiva lenti,Artisti;valenti,Artisti valenti
163,163,avi;are;gola,U N avi T are gola TA,Una;vita;regolata,Una vita regolata
164,164,armo;sette,F armo S sette,Far;mossette,Far mossette
165,165,re;eco;nari,A re eco L L I nari,Aree;collinari,Aree collinari
166,166,squali;Adamo;are,squali R Adamo N T are,Squalità;da;montare,Squalità da montare
167,167,ali;doge;Era,V ali doge N Era LE,Valido;generale,Valido generale
168,168,osti;epe;rei,S osti EN epe rei RA,Sostiene;pareira,Sostiene pareira
169,169,re;adipe;pero,C re M adipe pero NI,Crema;di;peperoni,Crema di peperoni
170,170,arti;anitra;tosta,arti G I anitra tosta SI,Artigiani;tratossi,Artigiani tratossi
171,171,sola;piatti,AS sola T ICA piatti,Assolati;capiatti,Assolati capiatti
172,172,Po;ode;dente,Po P OL ode CA dente,Popolo;decadente,Popolo decadente
173,173,su;Diogene;roso;la;topo;posa;mente,su S SI Diogene roso la topo M posa mente,Sussii;genegero;solo;topomposante,Sussii genegero solo topomposante
174,174,fa;tic;mento;scolare,AF fa tic A mento MU scolare,Affaticamento;muscolare,Affaticamento muscolare
175,175,vela;remo;stia,RI vela remo D E stia,Rivelare;modestia,Rivelare modestia
176,176,verone;retto,PO verone G retto,Povero;negretto,Povero negretto
177,177,provetta;date,S provetta date N E,Sprove;tt;adate,Sprove tt adate
178,178,coda;orso,PAC coda orso TTI,Pacco;d;orsottì,Pacco d'orsottì
179,179,mine;tele;messo,E mine N tele GIS messo,Eminente;legislamento,Eminente legislamento
180,180,cetre;ante,DO L cetre MO L ante,Dolce;tremolante,Dolce tremolante
181,181,Capri;odi;ode;mento,DI Capri odi V ode L MO mento,Di;capriodi;vodo;del;Menton,Di capriodi vodo del Menton
182,182,con;pera;cono;ore;lesa,con pera R E cono N ore lesa ME,Conperare;con;onore;l;esame,Conperare con onore l'esame
183,183,ottico;menti,D ottico M menti,Dotti;comenti,Dotti comenti
184,184,solco;Dante,solco L Dante TI,Solcoli;danteti,Solcoli danteti
185,185,tre;mantidi,tre mantidi R A,Tremanti;d;ira,Tremanti d'ira
186,186,Ares;tra;dei;Ate,F Ares tra dei S O L Ate,Fare;strade;isolate,Fare strade isolate
187,187,ramo;amo;azza,G ramo LE amo L azza,Gramole;a;molazzà,Gramole a molazzà
188,188,avi;ori;erta,L avi TT ori AC erta,La;vittoria;certa,La vittoria certa
189,189,in;ossi;zio;ali;menta,in T ossi C A zio N E ali menta RE,Intossicazione;alimentare,Intossicazione alimentare
190,190,avo;ripa;lame;ari,L avo ripa R lame N T ari,Lavori;paralimenti,Lavori paralimenti
191,191,usci;are;oli,S G usci are F A G I oli,Sgusciare;fagioli,Sgusciare fagioli
192,192,pini;corda;ali;Giove,PI pini corda RE L ali E.t. A Giove NTU,Pipin;iconordare;la;lieta;gioventù,Pipin iconordare la lieta gioventù
193,193,iene;rima;oche;mais;pera,V iene P rima CI oche mais I S pera,Viene;prima;ciò;che;mai;si;spera,Viene prima ciò che mai si spera
194,194,porta;tela;anni;scie;fico,IM porta N tela B anni O scie NTI fico,Importante;labannioso;cinifico,Importante labannioso cinifico
195,195,polo;scope;nato,TI polo scope D I nato,Tipo;loso;pedinato,Tipo loso pedinato
196,196,van;da;Tani,BE van da Tani NTE,Bevanda;taninte,Bevanda taninte
197,197,colle;gazze,colle G gazze C A,Collega;gazzeca,Collega gazzeca
198,198,Era;teca;ascia;esche,S Era teca R N ascia L esche,Serate;carnascialesche,Serate carnascialesche
199,199,estive;di,T estive di CI,Testi;vedici,Testi vedici
200,200,porta;mento;ava;ante,COM porta mento ST R ava G ante,Comportamento;stravagante,Comportamento stravagante
201,201,tra;avi;su,tra UM avi S su TO,Trauma;vissuto,Trauma vissuto
202,202,averla;gusto;verso,averla LUN gusto RT RA verso,Aver;la;lungu;più;tortrareverso,Aver la lungu più tortrareverso
203,203,mi;reo;oste,mi S U reo PP oste,Misure;opposte,Misure opposte
204,204,un;gas;neve;la,L un gas neve la BA,Lunga;snevela,Lunga snevela
205,205,gomito;lobi;coda;amo,UN gomito lobi A N coda RI C amo,Un;gomitolo;bianco;da;ricamo,Un gomitolo bianco da ricamo
206,206,arse;nidi;tesa,F arse G nidi N tesa,Far;segni;d;intesa,Far segni d'intesa
207,207,indici;idolo,indici BI L idolo RI,Indicibili;dolori,Indicibili dolori
208,208,la;tori,G la tori E,Glatò;orie,Glatò orie
209,209,orse;giare;unta;ari,S orse G giare unta M ari N DO,Sorseggiare;un;tamarrindo,Sorseggiare un tamarrindo
210,210,vere;arti;cola;risma,A vere UNP arti cola R E CA risma,Avere;un;particolarità;carisma,Avere un particolarità carisma
211,211,onde;re;cometa,F onde re PO cometa LLO,Fondere;poco;metallo,Fondere poco metallo
212,212,in;posti;posti,in D IS posti PO tposti,Indisposti;potposti,Indisposti potposti
213,213,re;di;re;sci;re,P re di re sci A GU re,Predire;sciaguide,Predire sciaguide
214,214,ratti;veri;mine,ATT ratti veri mine SI,Attraccati;verini,Attraccati verini
215,215,ossa;ali;Achei;ombra,G R ossa V ali G I Achei NG ombra,Grossa;valigia;chi;engombra,Grossa valigia chi engombra
216,216,oca;dadi;orme;est,L oca N dadi F orme NT est,Locanda;di;formement,Locanda di formement
217,217,verme;ori;lato;osa,A verme M ori lato C UN osa,Aver;memoria;toccosa,Aver memoria toccosa
218,218,rema;rete;esche,T rema G rete D esche,Tre;magre;tedesche,Tre magre tedesche
219,219,arca;via;fari,F arca TTI via F fari,Far;cattivi;affari,Far cattivi affari
220,220,est;colli;nei;ore,est E SE colli nei NF I ore,Estese;colline;in;fiori,Estese colline in fiori
221,221,menti;nono,S E menti nono GM,Sementi;non;ogg,Sementi non ogg
222,222,est;Ares;orso,PR est Ares O CC orso,Prestare;soccorso,Prestare soccorso
223,223,re;mitico;Lerici,F re mitico L Lerici,Fremiti;collerici,Fremiti collerici
224,224,torri;oca,torri D oca LDO,Torrido;caldo,Torrido caldo
225,225,avo;Ares;ventagli;recise,L avo R Ares P A ventagli recise,Lavorare;spaventa;gli;recise,Lavorare spaventa gli'recise
226,226,dive;severi,dive R severi TA,Diversè;verità,Diversè verità
227,227,rovo;are;sol;lama;re,P rovo C are sol DE L lama D re,Provocare;s;ode;llama;dare,Provocare s'ode llama dare
228,228,Pellico;tesi,AP Pellico R tesi,Appelli;cortesi,Appelli cortesi
229,229,asse;arco;raspa;est,asse ST arco L raspa T est A,Assestar;colla;spata;testa,Assestar colla spata testa
230,230,pia;ode;oche,pia TT ode LL oche F,Piatto;della;chef,Piatto della chef
231,231,pere;madida;don,A pere S madida N don,Aperesma;di;d;Andondon,Aperesma di d'Andondon
232,232,ance;sposa,AV ance sposa TE,Avancespo;sapotete,Avancespo sapotete
233,233,unte;terra,unte S terra TO,Un;testa;rotato,Un testa rotato
234,234,ramo;ode;Ate,T ramo NT ode ST Ate,Tramonto;d;estate,Tramonto d'estate
235,235,ori;in;ari;ossido;tic,ori G in I ari S T ossido tic HE,Originali;artossidotiche,Originali artossidotiche
236,236,arti;auto;madri;cala,P arti T auto L madri cala L,Partita;molto;madri;calal,Partita molto madri-calal
237,237,api;dei;tori,L api dei S tori A TA,Lapidei;storiata,Lapidei storiata
238,238,osti;mento;tendine,U N osti RA mento tendine O,Uno;stiramento;tendineo,Uno stiramento tendineo
239,239,mese;dimesso,DIM mese dimesso,Dimmè;se;dimessosi,Dimmè se dimessosi
240,240,fa;esca;remo,fa R esca LT remo SSE,Fare;scaltre;mosse,Fare scaltre mosse
241,241,asso;zio;peri;rei;menta,asso LU zio NE peri N rei TA menta LE,Assoluzioni;per;ineritate;mentale,Assoluzioni per ineritate mentale
242,242,nano;Tiziano;radi,U nano Tiziano NG radi TA,Una;notizia;non;gradita,Una notizia non gradita
243,243,lenti;remi,BAL lenti remi L LE,Ballienti;e;rime;lliche,Ballienti e rime lliche
244,244,noce;nodo;Ra,U noce A nodo Ra TO,Un;oceano;dorato,Un oceano dorato
245,245,geco;oste,DI geco SP oste,Digeco;spostate,Digeco spostate
246,246,ricetta;colo;divi;pere,ricetta colo divi pere,Ricettacolo;di;vipere,Ricettacolo di vipere
247,247,rotta;nato,rotta F FI nato,Rot;taffinato,Rot taffinato
248,248,api;rami;ali;menta,L api rami D E ali menta RE,La;piramide;alienatrice,La piramide alienatrice
249,249,oche;pia;pia,CI oche pia CE pia CE,Ciò;che;piace;piace,Ciò che piace piace
250,250,rivista;obi;Che,CU rivista CR obi OTI Che,Curivi;stracobiotiche,Curivi stracobiotiche
251,251,rema;occhi,rema R occhi N O,Re;marocchino,Re marocchino
252,252,Pan;Giano,MUS Pan DI Giano,Muspa;nigiano,Muspa nigiano
253,253,ambi;asso;nato,B ambi NO asso N nato,Bambino;assonnato,Bambino assonnato
254,254,lima;lati,PE lima C U lati,Peli;maculati,Peli maculati
255,255,Bambi;mento;ave,Bambi mento ave,Bambinet;oave,Bambinet oave
256,256,accetta;nasse;gnomo;asso,accetta R U nasse gnomo LT OB asso,Accettar;un;assegno;molto;basso,Accettar un assegno molto basso
257,257,Ares;Qua;sito,F Ares Qua sito,Fare;squasito,Fare squasito
258,258,collo;lava,TRA collo L lava LLE,Tracollo;lavoro;alla,Tracollo lavoro alla
259,259,navi;peri;colo,U navi T A peri colo SA,Una;vita;pericolosa,Una vita pericolosa
260,260,tese;zucche,tese NZA zucche RO,Te;senza;zuccherò,Te senza zuccherò
261,261,fa;la;re;si,fa R E la C re si MA,Fare;la;cresima,Fare la cresima
262,262,assi;avi;lama;la,APP assi T avi O lama MMO la,Appassitavi;ola;mammola,Appassitavi ola mammola
263,263,non;da;Romano;fra,U non da Romano fra,Un;onda;romanofra,Un'onda romanofra
264,264,vite;re;ali,CA vite R re N ali,Cavi;terrenali,Cavi terrenali
265,265,fa;lari,fa L lari O,Falla;riaio,Falla riaio
266,266,picchio;ape;ante,picchio C CI ape S ante,Picchio;cciapesa,Picchio cciapesa
267,267,vere;pera;are,V I vere pera M are,Vivere;per;amare,Vivere per amare
268,268,fa;bilia;coni,AF bilia M I coni,Abiliami;coni,Abiliami coni
269,269,pie;are;astro;gnomo,pie G are L astro NI gnomo NE,Piegare;lastroni;g;nomone,Piegare lastroni g'nomone
270,270,di;mora;rea;tea,di mora rea DAM AN tea,Dimorare;ad;Amsterdam,Dimorare ad Amsterdam
271,271,gilet;rotto,A gilet IG rotto,Agile;tigrotto,Agile tigrotto
272,272,bilie;ducato,A bilie ducato RI,Abili;educatori,Abili educatori
273,273,piedi;mani;tini,C O piedi mani F E S tini,Copie;di;manifestini,Copie di manifestini
274,274,inca;cola;leva;ore,inca L cola B I leva L ore,Incalcolabile;valore,Incalcolabile valore
275,275,osso;tacchi,GR osso tacchi N O,Grosso;tacchino,Grosso tacchino
276,276,pane;tana,AL pane BE tana,Alpane;betanata,Alpane betanata
277,277,mina;epa;rose,mina C C epa U rose,Minacce;paure,Minacce paure
278,278,destra;neri;usci,destra SIO neri usci T A,D;estrasio;neriustà,D'estrasio neriustà
279,279,con;arpe;re,con T arpe CO re,Contar;pecore,Contar pecore
280,280,lama;tina;adipe;oste,lama T tina T adipe NT EC oste,La;mattinata;di;pentecoste,La mattinata di pentecoste
281,281,colle;redi;versi;unti;oro,colle G A redi versi P unti TR AL oro,Collegare;diversi;punti;tra;loro,Collegare diversi punti tra loro
282,282,diva;tir;rum;oro;mente,diva N U tir E rum oro S A mente,Divanutire;rumorosamente,Divanutire rumorosamente
283,283,fa;lira;azze,AF fa BI lira G azze,Affabili;ragazze,Affabili ragazze
284,284,porta;ramarro;ossa,RE porta ramarro L ossa L E,Reportar;marrolose,Reportar marrolose
285,285,si;lira;azze,E si lira G azze TTE,Esili;ragazzette,Esili ragazzette
286,286,tris;ramo;isbe,tris ramo ET isbe,Trisram;o;etisbe,Trisram o etisbe
287,287,corda;remo;ioni;more,RI corda remo Z ioni D A more,Ricordare;Mozioni;d;amore,Ricordare Mozioni d'amore
288,288,coli;colo;ali,VI N coli colo N I ali,Vincoli;coloniali,Vincoli coloniali
289,289,Tosca;ala,Tosca G ala TA,Tosca;galata,Tosca galata
