,idx,word_guesses,first_pass,solution_words,solution
79,79,musi;tini;dame;fan,musi C I S tini R dame R I fan,Musicisti;indaramerifan,Musicisti indaramerifan
80,80,pera;colt;ree;orma;navi;ara,SA pera S colt A ree orma IU navi R T U R ara,Saper;ascoltare;e;ormai;una;vibra;turra,Saper ascoltare e ormai una vibra turra
81,81,osso;va;ali,CA osso va ali,Cosa;sovali,Cosa sovali
82,82,bar;star;do;Ande,bar star do L Ande SE,Barstardo;landese,Barstardo landese
83,83,coni;crolli,coni O crolli E,Conico;dr;lliée,Conico dr lliée
84,84,gabbiano;sci,SCI gabbiano sci TA,Scigabbi;anoscita,Scigabbi anoscita
85,85,avola;Asti;Roma;erma,T avola D Asti Roma L F erma,Tavola;da;sti;romalferma,Tavola da sti romalferma
86,86,neri;cori;amo,GE neri cori CH I amo,Generico;richiamo,Generico richiamo
87,87,ali;con;congelati,UR ali con congelati,Urali con;congelati,Urali con congelati
88,88,cenni;fa,DE cenni fa,Decenni;fa,Decenni fa
89,89,pera;rea;Senna;mente,O pera rea S Senna T A mente,Operare;assennatamente,Operare assennatamente
90,90,tra;letti;in;orsi,tra F I letti in C orsi VO,Trafiletti;in;corsivo,Trafiletti in corsivo
91,91,sci;odi;la,CU sci N odi la NA,Cuscino;di;lana,Cuscino di lana
92,92,amo;perle;terni,amo R E perle terni T A,Amore;per;l;eternità,Amore per l'eternità
93,93,casa;casco;ori,casa C casco L ori T A,Casacca;scolorita,Casacca scolorita
94,94,rime;eredi;statura,rime N eredi S statura TI,Rimenere;disstaturati,Rimenere disstaturati
95,95,mici;di;lega,mici di A lega RA,Micidiale;gara,Micidiale gara
96,96,viole;leve;pica,viole N T A leve P pica,Violenta;leveppica,Violenta leveppica
97,97,esca;nati;colle;ali,TR esca N ZO nati colle G I ali,Tre;scanzonati;colligiali,Tre scanzonati colligiali
98,98,su;rete;ari,su O rete RZI ari E,Suore;terziarie,Suore terziarie
99,99,vela;sci,DI vela sci V E,Dive;lascive,Dive lascive
100,100,reo;tasche,A reo tasche A,Areotas;chea,Areotas chea
101,101,moda;fari,UO moda F fari,Uomo;d;affari,Uomo d'affari
102,102,viole;re;more,U N viole N T O re more,Un;violento;remore,Un violento remore
103,103,asse;are;oli;tea;ali,asse GN are R U oli tea T R ali,Assegneru;oliet;artiali,Assegneru oliet artiali
104,104,mas;ocarina,mas D EL ocarina,M;asdela;lo;carina,M'asdela lo carina
105,105,zio;Oglio;pere,zio V Oglio S A pere,Zio;vo;gliosi;pere,Zio vo gliosi pere
106,106,navi;Sion;topi,U navi Sion EU topi CA,Una;visione;topica,Una visione topica
107,107,astori;epe;tiro;collo,L astori epe N tiro DI collo DI,La;storia;per;indiocollo;di;collo,"La storia per indiocollo, di collo"
108,108,rea;rea;roseti;bus,C rea rea M O roseti bus E,Creare;amorose;tibuse,Creare amorose tibuse
109,109,orse;orse;nate,C orse F orse N nate,Corse;forsennate,Corse forsennate
110,110,strade;erta,MO strade S erta,Mostra;deserta,Mostra deserta
111,111,orso;alce;edili,C orso alce NT edili NO,Corso;al;centedil;in;lino,Corso al centedil in lino
112,112,va;stivali;santi;volte,va N E stivali santi R I volte,Vanestiv;alisanti;ritove,Vanestiv alisanti ritove
113,113,sedia;ori;remo,sedia M ori A V remo,Se;diamo;raviveremo,Se diamo raviveremo
114,114,melone;agente;Edipo;tea;topo,TE melone ST agente L Edipo ES tea topo NI,Temel;o;nesta;gente;le;diopesette;atoponi,Temel'osta gente le diopesette atoponi
115,115,nero;etto,A nero LCA etto,Aner;ola;cettato,Aner ola cettato
116,116,inno;rei;pia,COL inno rei M pia NTI,Colinnorei;mpiantiti,Colinnorei mpiantiti
117,117,Colombia;osti,Colombia RR osti T I,Colombar;rostititi,Colombar rostititi
118,118,est;Iran;rosi,G est Iran C O rosi,Gesti;raccontosi,Gesti raccontosi
119,119,aroma;ave;tina,NOT aroma N Z ave R tina,Nota;romanza;vertinata,Nota romanza vertinata
120,120,lame;si;Giano,SA lame si V I Giano,Salame;sivigiano,Salame sivigiano
121,121,con;gilet;nidi;astice,con gilet IO nidi P astice RTA,Congiletio;di;pista;certa,Congiletio di pista certa
122,122,lido;otto,lido RT otto SO,Lid;ortottoso,Lid ortottoso
123,123,porta;mento;re;re;ile,COM porta mento IR re P re NS IB ile,Comportamento;irresponsibile,Comportamento irresponsibile
124,124,ossi;denti;Gale,P ossi denti SI N Gale SI,Possidenti;signalesi,Possidenti signalesi
125,125,do;Cipro;tino;ali,do L Cipro DO T tino S TR ali,Dolci;prodotti;nostrali,Dolci prodotti nostrali
126,126,fa;odi;vasi,fa LL odi N vasi ON E,Fallo;d;invasione,Fallo d'invasione
127,127,su;tir;armi,su DA tir ISP armi,Sudati;risparmi,Sudati risparmi
128,128,tris;mento;disco;orto,tris TE MO mento disco N F orto,Triste;momento;di;sconforto,Triste momento di sconforto
129,129,pane;mora;tacchi,U pane mora T tacchi NI,Upane;morati;tacchini,"Upane, morati tacchini"
130,130,arco;mesi;est,F arco mesi DES ID est,Far;come;si;desiderest,Far come si desiderest
131,131,pere;gin,A pere gin A,Ape;regina,Ape regina
132,132,ora;lista,M ora lista TI,Moralisti;tati,Moralisti tati
133,133,bar;azza;tesi;azione,I M bar azza N tesi T U azione,Imbarazzante;situazione,Imbarazzante situazione
134,134,Sila;tino;zie,E Sila RAN tino TI zie,Esilaranti;notizie,Esilaranti notizie
135,135,si;re;est;la;si,IN si NUA re est O la L si TA,Insinuare;esto;lassita,Insinuare esto lassita
136,136,mano;tede;sta,CAL mano T tede sta TE,Calman;otted;e;destate,Calman otted e' destate
137,137,nere;dita;ante,U nere dita P E S ante,Un;eredità;pesente,Un'eredità pesente
138,138,note;nera;Giano,note E nera DI FA Giano,Note;eredì;da;fagiano,Note eredì da fagiano
139,139,gole;mi;ari;ree,R E gole mi L I T ari F ER ree,Regole;militari;ferreree,Regole militari ferreree
140,140,nido;per,BRA nido per A,Brando;d;opera,Brando d'opera
141,141,dama;ostrica,LIN dama N ostrica,Linda;manostrica,Linda manostrica
142,142,bus;Odi;manti,A bus Odi C A L manti,Abuso;di;calmanti,Abuso di calmanti
143,143,star;ali;top;nate,GU star E ali top R I nate,Gustaré;alito;prinitate,Gustaré alito prinitate
144,144,ipotesi;dei;api;Ale,L ipotesi R E dei L C api T Ale,L;ipotesi;re;di;capitale,L'ipotesi re di capitale
145,145,di;ore;sta,di L I D ore GI sta,Dilido;regista,Dilido regista
146,146,ari;ami;are,M ari N ami LIT are,Marina;militare,Marina militare
147,147,Atena,coll'Era SC Atena TA,Collera;scatenata,Collera scatenata
148,148,bar;inno;man;di,S bar CO inno R man di A,Sbarco;in;normandia,Sbarco in normandia
149,149,Eva;Erie;anno;ali;rea;emisi;etti,L Eva NT Erie F anno S ali rea G AL emisi F etti,Le;vantieri;enfano;salire;a;Gal;e;misfetti,Le vantieri enfano salire a Gal e misfetti
150,150,posta;dita,PRO posta A R dita,Proposta;ardita,Proposta ardita
151,151,tra;olenti;di;menta,S tra T olenti di menta RIO,Strato;l;ent;dentarario,Strato l'ent dentarario
152,152,fo;magra,fo RU magra RI,Formal;agrari,Formal agrari
153,153,trattore;lare,trattore G O lare,Tratto;regolare,Tratto regolare
154,154,lama;nodo;pera;costa,lama nodo pera costa,La;modoperace;stata,La modoperace stata
155,155,stadio;lisca,TE stadio DA lisca,Testa;di;odalisca,Testa di odalisca
156,156,anca;la,C anca la SPA,Cancala;s;spa,Cancala s spa
157,157,Po;soma;tino,RI Po soma T TU tino,Riposo;mattinino,Riposo mattinino
158,158,lepre;tende,VI lepre tende N T E,Vile;pretendente,Vile pretendente
159,159,Ande;si;ali,B Ande CRI si N ali,Bande;cri sinali,Bande cri sinali
160,160,la;tomo;mori,VE la tomo R mori O,Velato;morimorio,Velato morimorio
161,161,reo;redi;ascia,T reo redi S V ascia,Tre;ore;di;svascia,Tre ore di svascia
162,162,arti;stiva;leste,arti stiva leste,Artisti;valeste,Artisti valeste
163,163,avi;are;gola,U N avi T are gola TA,Una;vita;regolata,Una vita regolata
164,164,armo;asso,F armo S asso,Far;mossasso,Far mossasso
165,165,re;eco;nari,A re eco L L I nari,Aree;colorine,Aree colorine
166,166,squali;Adamo;are,squali R Adamo N T are,Squalirad;ad;omnitare,Squalirad ad omnitare
167,167,ali;doge;Era,V ali doge N Era LE,Valido;generale,Valido generale
168,168,osti;epe;rei,S osti EN epe rei RA,Sostiene;pareira,Sostiene pareira
169,169,re;adipe;fico,C re M adipe fico NI,Cremad;ip;efficioni,Cremad ip efficioni
170,170,arti;cigno;zia,arti G I cigno zia SI,Artigicigno;ziazisì,Artigicigno ziazisì
171,171,sola;stivali,AS sola T ICA stivali,Assolati;castivali,Assolati castivali
172,172,Po;ode;dente,Po P OL ode CA dente,Popolo;decadente,Popolo decadente
173,173,su;Diogene;roso;la;topo;posa;mente,su S SI Diogene roso la topo M posa mente,Ssidio;genero;solo;toppomposante,Ssidio genero solo toppomposante
174,174,fa;tic;mento;giare,AF fa tic A mento MU giare,Affaticamento;mugiare,Affaticamento mugiare
175,175,vela;remo;stia,RI vela remo D E stia,Rivelare;modestia,Rivelare modestia
176,176,verone;retto,PO verone G retto,Povero;negretto,Povero negretto
177,177,teca;date,S teca date N E,Steca;da;tenne,Steca da tenne
178,178,corda;gatto,PAC corda gatto TTI,Paccor;d;agattotti,Paccor d'agattotti
179,179,mine;tele;messo,E mine N tele GIS messo,Eminetel;gestissimo,Eminetel gestissimo
180,180,cetre;ante,DO L cetre MO L ante,Dolce;tremolante,Dolce tremolante
181,181,Capri;odi;ode;mento,DI Capri odi V ode L MO mento,Di;capriodi;vovo;del;momento,Di capriodi vovo del momento
182,182,tra;pera;cono;ore;lesa,tra pera R E cono N ore lesa ME,Traperare;con;onore;l;esame,Traperare con onore l'esame
183,183,ottico;menti,D ottico M menti,Dotti;commenti,Dotti commenti
184,184,oca;Ero,oca L Ero TI,Ocaleri;otti,Ocaleri otti
185,185,sci;mantidi,sci mantidi R A,Scimanti;d;ira,Scimanti d'ira
186,186,Ares;tra;dei;Ate,F Ares tra dei S O L Ate,Fare;strade;isolate,Fare strade isolate
187,187,ramo;amo;azza,G ramo LE amo L azza,Gramole;a;mollazza,Gramole a mollazza
188,188,avi;ori;erta,L avi TT ori AC erta,La;vittoria;certa,La vittoria certa
189,189,in;ossi;zio;rospo;menta,in T ossi C A zio N E rospo menta RE,Intossicazio;neospomente,Intossicazio neospomente
190,190,avo;ripa;lame;ari,L avo ripa R lame N T ari,Lavori;parlamentari,Lavori parlamentari
191,191,usci;are;oli,S G usci are F A G I oli,Sgusciare;fagioli,Sgusciare fagioli
192,192,peri;corda;ali;Giove,PI peri corda RE L ali E.t. A Giove NTU,Pipi;corcordare;la;litta;gioventù,Pipi corcordare la litta gioventù
193,193,oche;rima;oche;mais;pera,V oche P rima CI oche mais I S pera,Voche;prima;ciò;che;mai;si;spera,Voche prima ciò che mai si spera
194,194,porta;tela;ore;scie;fico,IM porta N tela B ore O scie NTI fico,Importante;laboroesci;entifico,Importante laboroesci entifico
195,195,polo;scope;nato,TI polo scope D I nato,Tipo;loscò;pedinato,Tipo loscò pedinato
196,196,van;da;Toscani,BE van da Toscani NTE,Beveranda;toscaninte,Beveranda toscaninte
197,197,colle;gazze,colle G gazze C A,Collegaz;gazzeca,Collegaz gazzeca
198,198,Era;teca;ascia;esche,S Era teca R N ascia L esche,Serate;carnascialesche,Serate carnascialesche
199,199,est;di,T est di CI,Testi;diciti,Testi diciti
200,200,porta;mento;ava;ante,COM porta mento ST R ava G ante,Comportamento;stravagante,Comportamento stravagante
201,201,tra;avi;su,tra UM avi S su TO,Trauma;visuto,Trauma visuto
202,202,rondine;ape;verso,rondine LUN ape RT RA verso,Rond;in;elun;ape;ritrasverso,Rond in elun ape ritrasverso
203,203,mi;reo;osti,mi S U reo PP osti,Misure;opposti,Misure opposti
204,204,un;gas;sci;sa,L un gas sci sci sa BA,Lunga;scissiba,Lunga scissiba
205,205,tino;lobi;telo;ami,UN tino lobi A N telo RI C ami,Un;tinolobi;anteno;di;ricami,Un tinolobi anteno di ricami
206,206,arse;nidi;tesa,F arse G nidi N tesa,Far;segni;d;intesa,Far segni d'intesa
207,207,dizionari;idolo,dizionari BI L idolo RI,Dizionari;bilidoli,Dizionari bilidoli
208,208,riga;tori,G riga tori E,Gria;gatorie,Gria gatorie
209,209,orse;giare;unta;ari,S orse G giare unta M ari N DO,Sorggiare;un;tamadarindo,Sorggiare un tamadarindo
210,210,vere;arti;cola;busta,A vere UNP arti cola R E CA busta,Avere;un;particolare;cabusta,Avere un particolare cabusta
211,211,onde;re;castoreo,F onde re PO castoreo LLO,Fondere;poco;storieo,Fondere poco storieo
212,212,in;in;in;in,in D IS in in PO t in in,Indisinin;potinini,Indisinin potinini
213,213,re;di;re;sci;re,P re di re sci A GU re,Predire;sciagure,Predire sciagure
214,214,ratti;veri;mine,ATT ratti veri mine SI,Attattività;riminisce,Attattività riminisce
215,215,ossa;ali;minotauri;ora,G R ossa V ali G I minotauri NG ora,Grossa;valigia;mi;notauringora,Grossa valigia mi notauringora
216,216,oca;dadi;orme;est,L oca N dadi F orme NT est,Locandad;di;formement,Locandad di formement
217,217,verme;ori;lato;osa,A verme M ori lato C UN osa,Aver;emorila;tocunosa,Aver emorila tocunosa
218,218,rema;oca;ami,T rema G oca D ami,Tre;mago;cadamì,Tre mago cadamì
219,219,arca;via;fari,F arca TTI via F fari,Far;cattivi;affari,Far cattivi affari
220,220,est;colli;nei;ore,est E SE colli nei NF I ore,Estese;colline;in;fiorore,Estese colline in fiorore
221,221,menti;nono,S E menti nono GM,Sementi;non;ogm,Sementi non ogm
222,222,est;Ares;cane,PR est Ares O CC cane,Prestare;soccanne,Prestare soccanne
223,223,re;tredici;Lerici,F re tredici L Lerici,Fretted;riuscili,Fretted riuscili
224,224,torri;oca,torri D oca LDO,Torrido;caldo,Torrido caldo
225,225,avo;Ares;freddo;recise,L avo R Ares P A freddo recise,Lavorare;spadre;di;recise,Lavorare spadre di' recise
226,226,divi;severi,divi R severi TA,Divire;severi,Divire severi
227,227,rovo;are;lira;lama;re,P rovo C are lira DE L lama D re,Provocare;l;ira;della;madrè,Provocare l'ira della madrè
228,228,Pellico;tesi,AP Pellico R tesi,Appellic;ortesi,Appellic ortesi
229,229,asse;arco;ascia;est,asse ST arco L ascia T est A,Assestar;colas;cia;testa,Assestar colas cia testa
230,230,mina;ode;oche,mina TT ode LL oche F,Minatto;della;leche,Minatto della leche
231,231,re;madida;telo,A re S madida N telo,Aresmadi;da;n;teltelo,Aresmadi da n'teltelo
232,232,ostie;moglie,AV ostie moglie TE,Avostie;mogliette,Avostie mogliette
233,233,unte;terra,unte S terra TO,Un;test;erratto,Un test erratto
234,234,ramo;ode;Ate,T ramo NT ode ST Ate,Tramonto;d;estate,Tramonto d'estate
235,235,ori;in;ari;cobalto;tic,ori G in I ari S T cobalto cobalto tic HE,Originia;ristcobaltocobaltotic,Originia ristcobaltocobaltotic
236,236,arti;area;osti;cala,P arti T area L osti cala L,Partitare;alos;tistical;calal,Partitare alos tistical-calal
237,237,api;gnomi;tori,L api gnomi S tori A TA,Lapiɡn;omistoriata,Lapiɡn omistoriata
238,238,osti;mento;tendine,U N osti RA mento tendine O,Uno;straramento;tendineo,Uno straramento tendineo
239,239,ora;dimesso,DIM ora dimesso,Dimora;di;messesso,Dimora di messesso
240,240,fa;esca;remo,fa R esca LT remo SSE,Fare;scaltre;mosse,Fare scaltre mosse
241,241,re;zio;peri;tesi;menta,re LU zio NE peri N tesi TA menta LE,Reluzionepi;per;inettiste;mentale,Reluzionepi per inettiste mentale
242,242,nano;tiziano;radi,U nano tiziano NG radi TA,Una;notizia;non;grandeità,Una notizia non grandeità
243,243,lenti;remi,BAL lenti remi L LE,Ballentire;m;ile;mille,Ballentire m ile mille
244,244,pera;nodo;Ra,U pera A nodo Ra TO,Up;erano;dorato,Up erano dorato
245,245,geco;oste,DI geco SP oste,Digeco;sposte,Digeco sposte
246,246,prescrizione;colo;divi;pere,prescrizione colo divi pere,Prescrizioni;col;divipere,Prescrizioni col divipere
247,247,corda;nato,corda F FI nato,Cor;daffinato,Cor daffinato
248,248,api;rami;ali;menta,L api rami D E ali menta RE,La;piramide;allegamenti,La piramide allegamenti
249,249,topi;pia;pia,CI topi pia CE pia CE,Cio;tò;piacé;piace,Cio tò piacé piace
250,250,prosa;obi;tino,CU prosa CR obi OTI tino,Curop;scrobitoitino,Curop scrobitoitino
251,251,rema;occhi,rema R occhi N O,Re;marocchinono,Re marocchinono
252,252,Giano;Giano,MUS Giano DI Giano,Musga;onidigiano,Musga onidigiano
253,253,ambi;asso;nato,B ambi NO asso N nato,Bambino;sossonnato,Bambino sossonnato
254,254,lima;lati,PE lima C U lati,Peli;maculati,Peli maculati
255,255,Bambi;collo;prece,Bambi collo prece,Bambico;llopre,Bambico llopre
256,256,accetta;nasse;gnomo;re,accetta R U nasse gnomo LT OB re,Accettar;un;assegno;molto;bre,Accettar un assegno molto bre
257,257,Ares;Qui;www,F Ares Qui www,Fare;squillo,Fare squillo
258,258,collo;lava,TRA collo L lava LLE,Tracolor;lavoro;valle,Tracolor lavoro valle
259,259,navi;peri;colo,U navi T A peri colo SA,Una;vita;pericolosa,Una vita pericolosa
260,260,tese;zucche,tese NZA zucche RO,Te;senza;zuccero,Te senza zuccero
261,261,fa;la;re;si,fa R E la C re si MA,Fare;la;cresima,Fare la cresima
262,262,assi;avi;lama;la,APP assi T avi O lama MMO la,Appassitava;vola;mammola,Appassitava vola mammola
263,263,neri;da;Romano;tra,U neri da Romano tra,Un;eri;Daromano,Un'eri Daromano
264,264,arca;fa;ali,CA arca R fa N ali,Cara;rfanalli,Cara rfanalli
265,265,fa;lari,fa L lari O,Falla;riario,Falla riario
266,266,gavia;ape;ante,gavia C CI ape S ante,Gaviaci;pesante,Gaviaci pesante
267,267,vere;pera;are,V I vere pera M are,Vivere;per;amare,Vivere per amare
268,268,fa;bilia;coni,AF fa bilia M I coni,Affabili;amiconi,Affabili amiconi
269,269,pie;are;astro;gnomo,pie G are L astro NI gnomo NE,Piegare;lastroni;g;nomone,Piegare lastroni g'nomone
270,270,t;mora;rea;tea,t mora rea DAM AN tea,Tmorarea;da;manta,Tmorarea da manta
271,271,gilet;rotto,A gilet Internacional,Agile;tinternational,Agile tinternational
272,272,bilie;duca,A bilie duca RI,Abili;educarî,Abili educarî
273,273,piedi;mani;tini,C O piedi mani F E S tini,Copei;di;manifestini,Copei di manifestini
274,274,inca;cola;leva;ore,inca L cola B I leva L ore,Incalcolabile;valore,Incalcolabile valore
275,275,osso;tacchi,GR osso tacchi N O,Grosso;tacchino,Grosso tacchino
276,276,lamia;tana,AL lamia BE tana,Almia;betanata,Almia betanata
277,277,cola;epa;rose,cola C C epa U rose,Colacce;paurose,Colacce paurose
278,278,destra;neri;porte,destra SIO neri porte T A,D;estrasio;neriporta,D'estrasio neriporta
279,279,con;arpe;re,con T arpe CO re,Contar;pecore,Contar pecore
280,280,lama;tina;adipe;oste,lama T tina T adipe NT EC oste,La;mattinata;di;pente coste,La mattinata di pente coste
281,281,colle;redi;versi;unti;oro,colle G A redi versi P unti TR AL oro,Collegare;diversi;punti;tra;loro,Collegare diversi punti tra loro
282,282,diva;tir;rum;oro;mente,diva N U tir E rum oro S A mente,Divanutire;rumorosamente,Divanutire rumorosamente
283,283,fa;lira;azze,AF fa BI lira G azze,Affabili;ragazze,Affabili ragazze
284,284,porta;serpe;dita,RE porta serpe L dita L E,Reportase;peltidate,Reportase peltidate
285,285,si;lira;azze,E si lira G azze TTE,Esili;ragazzette,Esili ragazzette
286,286,re;ramo;isbas,re ramo ET isbas,Reramo;e;tisbas,Reramo e tisbas
287,287,corda;remo;ioni;more,RI corda remo Z ioni D A more,Ricordare;modiioni;d;amore,Ricordare modiioni d'amore
288,288,coli;colo;ali,VI N coli colo N I ali,Vincoli;coloniali,Vincoli coloniali
289,289,Gioconda;stia,Gioconda G stia TA,Giocoda;gstiaita,Giocoda gstiaita
